framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
deepspeed,mixtral-train,moe.moe_router_topk,6,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-3ba058eb6622d94c,process_group_initialization,RuntimeError: selected index k out of range
deepspeed,mixtral-train,moe.moe_router_topk,7,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-7bcdb6c82e750b2f,process_group_initialization,RuntimeError: selected index k out of range
deepspeed,mixtral-train,moe.num_experts,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-cf012b8df53255ac,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,moe.num_experts,-4,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-53adb0df04be87af,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,moe.num_experts,1,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-b9258196282a4477,process_group_initialization,RuntimeError: selected index k out of range
deepspeed,qwen2-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-1b5406f5caf6f298,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-182db525c3aba400,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
deepspeed,qwen2-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-c1d446388a822128,argument_parsing,ZeroDivisionError: <N> cannot be raised to a negative power
deepspeed,qwen2-train,model.hidden_size,2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-8ce59fd58ccdf1d8,argument_parsing,ZeroDivisionError: <N> cannot be raised to a negative power
deepspeed,qwen2-train,model.hidden_size,4,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-c179c63828eddb66,argument_parsing,ZeroDivisionError: <N> cannot be raised to a negative power
deepspeed,qwen2-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-76b7536cfe8cb888,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,508,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-546e82da4015611d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,509,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-b4c2d2ca0b46a90c,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,510,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-9dde8002412bd93a,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,511,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-68fb252ca7d1ec36,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,514,1,static_hard_configfuzz,rq3-current-deepspeed-e3d3c03b1f612bec,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-1fe7d420969891de,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-a94dc5b7b5f6e26e,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-63aaeb0aa813b912,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,qwen2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-04151a06f4fd388a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_attention_heads,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-9986fb8794e6d91d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,11,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-7f57ee3909c1e6ec,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,12,1,static_hard_configfuzz,rq3-current-deepspeed-656ddd97a75db64b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,13,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-db95b1963ef103c5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-c56f873ecf3ad011,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_attention_heads,17,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-bc540d66f14368ee,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-739549475d2443df,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_attention_heads,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-f7ad03670215dcdc,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,7,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-8e4226cd602aff2b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_attention_heads,9,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-9c9b12a8c3a36261,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-022056cf121ae363,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-3464404be83c4839,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-1bd0df6a9c77d65e,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-8c7d5a4f81df20e8,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,qwen2-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-679a21c778d2565e,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-7120b7de2214838a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-426d8fe8b2730d8d,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-aa0a2199579538ed,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-4d262333120f1160,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-69ef989c9fdbe315,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,qwen2-train,model.num_query_groups,9,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-5b0dbc89796b977d,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,qwen2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-7953a6fddd4076d9,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
deepspeed,qwen2-train,model.vocab_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-323ffcfdf28e67e2,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,qwen2-train,model.vocab_size,1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-9caedb7132465d5f,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
deepspeed,qwen2-train,model.vocab_size,2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-fb060b606575547e,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
megatron-core,llama2-train,model.ffn_hidden_size,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-7e279acd35704944,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>] when instantiating TransformerLayer"
megatron-core,llama2-train,model.hidden_size,-1,1,global_repair,rq3-current-megatron-core-38b74f93cf2eeb31,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
megatron-core,llama2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-04576b461889fc93,argument_parsing,ZeroDivisionError: integer modulo by zero
megatron-core,llama2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-0af9f13e5aac9408,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_layers,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-6303853457e4a7ba,process_group_initialization,ZeroDivisionError: float division by zero
megatron-core,llama2-train,model.num_query_groups,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-bb948b3ff6fa5043,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,llama2-train,model.num_query_groups,-2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-a35b2628e99a5b32,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,llama2-train,model.num_query_groups,-6,1,global_repair,rq3-current-megatron-core-574d03f472727b9e,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>] when instantiating SelfAttention when instantiating TransformerLayer"
megatron-core,llama2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-358cde75506ac7b9,process_group_initialization,ZeroDivisionError: integer modulo by zero when instantiating SelfAttention when instantiating TransformerLayer
megatron-core,llama2-train,model.num_query_groups,10,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-cc417d622c1be530,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-2cf31484b8c3c670,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,3,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-913bd2863ade6828,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,5,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-d5b3259357f046a5,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,6,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-22394b928eb846c5,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,7,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-fa726d95eae9d272,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.num_query_groups,9,3,configfuzz;native_validator_guided;raw_mutation,rq3-current-megatron-core-3f6ee04870b45fbe,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,llama2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-ef19a65cd10a9a74,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
megatron-core,llama2-train,model.vocab_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-613a47c42d4678cc,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
megatron-core,llama2-train,precision.bf16,false,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-95ef256caeb03a0f,forward,"RuntimeError: Output <N> of _GatherFromModelParallelRegion is a view and its base or another view of its base has been modified inplace. This view was created inside a custom Function (or because an input was returned as-is) and the autograd logic to handle view+inplace would override the custom backward associated with the custom Function, leading to incorrect gradients. This behavior is forbidden. You can fix this by cloning the output of the custom Function."
megatron-core,mixtral-train,model.ffn_hidden_size,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-9d6c127afcee5c5f,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>] when instantiating TransformerLayer"
megatron-core,mixtral-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-1cc4dc7cf16eb087,argument_parsing,ZeroDivisionError: integer modulo by zero
megatron-core,mixtral-train,model.num_layers,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-078d991a52238604,process_group_initialization,ZeroDivisionError: float division by zero
megatron-core,mixtral-train,model.num_query_groups,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-9e5041d56232daa4,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,mixtral-train,model.num_query_groups,-2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-51014dc6cb9d65f2,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,mixtral-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-8c8e8f64fe71c071,process_group_initialization,ZeroDivisionError: integer modulo by zero when instantiating SelfAttention when instantiating TransformerLayer
megatron-core,mixtral-train,model.num_query_groups,10,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-653086ddb0c9b3e6,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-c3ca1996d5254cd7,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-2ed8591226fd488f,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.num_query_groups,5,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-89fdbfb399dd4086,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.num_query_groups,6,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-94735d9600e322ea,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.num_query_groups,7,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-7b3e8226f3fbe4cd,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,mixtral-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-ff379afd0d90c295,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
megatron-core,mixtral-train,model.vocab_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-237a8422bef38e3e,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
megatron-core,mixtral-train,moe.moe_router_topk,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-fe9995d9cfc93d4f,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-407e6f9450ab03c7,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,-6,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-35d1960d095e5d0d,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,10,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-0644f0a8e2b6a85e,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,16,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-972372fbe72f759d,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,5,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-a1d48a5e22eb5025,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,6,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-f0eee6db9298f18d,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.moe_router_topk,7,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-bc5e523a5e3a42c6,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,moe.num_experts,1,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-1dc5e9b31b6655ca,process_group_initialization,RuntimeError: selected index k out of range
megatron-core,mixtral-train,precision.bf16,false,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-fab482dd856390ff,forward,"RuntimeError: Output <N> of _GatherFromModelParallelRegion is a view and its base or another view of its base has been modified inplace. This view was created inside a custom Function (or because an input was returned as-is) and the autograd logic to handle view+inplace would override the custom backward associated with the custom Function, leading to incorrect gradients. This behavior is forbidden. You can fix this by cloning the output of the custom Function."
megatron-core,qwen2-train,model.ffn_hidden_size,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-56cb520458a7d088,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>] when instantiating TransformerLayer"
megatron-core,qwen2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-db4b8be611cb7dc0,argument_parsing,ZeroDivisionError: integer modulo by zero
megatron-core,qwen2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-2fa39fdd71f0e27f,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_layers,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-163db15e7921b659,process_group_initialization,ZeroDivisionError: float division by zero
megatron-core,qwen2-train,model.num_query_groups,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-a0edf5ce3ef38be6,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,qwen2-train,model.num_query_groups,-2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-0b5653d48b52a96e,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, <N>, -<N>]"
megatron-core,qwen2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-megatron-core-5a168ee7c6a860a5,process_group_initialization,ZeroDivisionError: integer modulo by zero when instantiating SelfAttention when instantiating TransformerLayer
megatron-core,qwen2-train,model.num_query_groups,10,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-e8284b2f15130f2f,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-15a91a220be797bb,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-a84a554e9977fa16,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,5,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-af5b1dbf0a7ae855,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,6,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-d84c654ac95d5c09,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,7,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-5c523693ba0a3513,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.num_query_groups,9,2,native_validator_guided;raw_mutation,rq3-current-megatron-core-ef8dddd92608065e,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
megatron-core,qwen2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-2db70ef4c5e4d25b,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
megatron-core,qwen2-train,model.vocab_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-1bb186fb41b80c44,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
megatron-core,qwen2-train,precision.bf16,false,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-megatron-core-c771a845fa2dbcae,forward,"RuntimeError: Output <N> of _GatherFromModelParallelRegion is a view and its base or another view of its base has been modified inplace. This view was created inside a custom Function (or because an input was returned as-is) and the autograd logic to handle view+inplace would override the custom backward associated with the custom Function, leading to incorrect gradients. This behavior is forbidden. You can fix this by cloning the output of the custom Function."
pytorch-cuda,chatglm3-train,model.attention_dropout,1.0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-a6e8153e34018a1c,process_group_initialization,"RuntimeError: Expected p_dropout < <N>.f to be true, but got false. (Could this error message be improved? If so, please report an enhancement request to PyTorch.)"
pytorch-cuda,chatglm3-train,model.attention_dropout,1.000001,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-7e804ed584787299,process_group_initialization,"RuntimeError: Expected p_dropout < <N>.f to be true, but got false. (Could this error message be improved? If so, please report an enhancement request to PyTorch.)"
pytorch-cuda,chatglm3-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b89a59dab5cdd26c,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-6f6e8de26d842608,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,chatglm3-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-02c622ab834dac14,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,chatglm3-train,model.hidden_size,2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-a63b0749d734e034,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,chatglm3-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-0f0a10189e1445e5,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
